x,y,z,vx,vy,vz,ax,ay,az,v_mag,a_mag
3.147271,1.28173,2.697259,0.9657317,0.6849277,1.135864,-0.004193034,-0.07773121,0.0008632742,1.640716,0.07784901
3.166549,1.295456,2.720048,0.9656156,0.686157,1.136801,-0.00408252,-0.07643965,0.001879044,1.64181,0.07657165
3.185827,1.309208,2.742856,0.9654906,0.6873863,1.137722,-0.003973919,-0.07516093,0.002886675,1.642888,0.07532124
3.205107,1.322984,2.76568,0.965353,0.6886157,1.138626,-0.003867951,-0.0738948,0.003883251,1.643949,0.07409779
3.22438,1.336781,2.78852,0.9651988,0.6896697,1.139515,-0.003568752,-0.07360107,0.002829343,1.644916,0.07374185
3.243647,1.350598,2.811378,0.965032,0.6907238,1.140389,-0.00327397,-0.0733104,0.001786699,1.645866,0.07340521
3.262907,1.364436,2.834251,0.964857,0.6917779,1.14125,-0.002979913,-0.07302278,0.0007577431,1.646803,0.07308749
3.282161,1.378294,2.85714,0.9646778,0.6928321,1.1421,-0.002685222,-0.07273796,-0.0002636115,1.647729,0.07278799
3.301408,1.392172,2.880045,0.9644984,0.6938863,1.142938,-0.002391992,-0.07245602,-0.001274324,1.648649,0.0725067
3.320654,1.406073,2.902966,0.9643227,0.6949936,1.143767,-0.002707292,-0.07132892,-0.0006794871,1.649587,0.07138351
3.339899,1.419997,2.925905,0.9641486,0.696101,1.144585,-0.003018474,-0.07021306,-9.121087E-05,1.650519,0.07027797
3.359143,1.433943,2.94886,0.9639736,0.6972083,1.14539,-0.003329179,-0.0691082,0.0004909666,1.651443,0.06919008
3.378385,1.447912,2.971831,0.9637957,0.6983158,1.146183,-0.003638768,-0.0680145,0.001068752,1.652356,0.06812014
3.397626,1.461903,2.994817,0.9636124,0.6994233,1.14696,-0.003943061,-0.06693162,0.001639041,1.653257,0.0670677
3.416863,1.475915,3.017818,0.9634217,0.7004442,1.147722,-0.003666268,-0.06628081,0.001540211,1.654107,0.0664
3.436096,1.489947,3.040833,0.9632239,0.7014652,1.148469,-0.003394269,-0.06563658,0.001443766,1.654943,0.06574015
3.455325,1.503999,3.063861,0.9630195,0.7024863,1.149202,-0.003125109,-0.06499872,0.00135067,1.655765,0.06508783
3.47455,1.518071,3.086902,0.9628088,0.7035074,1.149923,-0.002857259,-0.06436728,0.001256596,1.656577,0.06444292
3.49377,1.532164,3.109956,0.9625922,0.7045286,1.150632,-0.002594073,-0.06374204,0.001165025,1.657377,0.06380544
3.512986,1.546276,3.133024,0.9623702,0.7055253,1.15133,-0.002673622,-0.06315764,0.0008446415,1.658157,0.06321985
3.532196,1.560409,3.156106,0.962144,0.7065222,1.152018,-0.002751986,-0.06257908,0.0005272992,1.658927,0.06264178
3.5514,1.574561,3.179201,0.9619148,0.7075191,1.152694,-0.00282828,-0.06200631,0.0002148759,1.659689,0.06207115
3.5706,1.588732,3.20231,0.9616839,0.7085159,1.153359,-0.00290334,-0.06143927,-9.752826E-05,1.660442,0.06150791
3.589794,1.602924,3.225431,0.9614527,0.7095129,1.154013,-0.002978262,-0.0608779,-0.0004068379,1.661188,0.06095207
3.608985,1.617137,3.248565,0.9612222,0.7105366,1.154654,-0.00303492,-0.06001685,-1.677069E-05,1.661937,0.06009354
3.628174,1.63137,3.271711,0.960991,0.7115604,1.155283,-0.00309359,-0.05916448,0.00036941,1.662679,0.05924645
3.647359,1.645623,3.294869,0.9607576,0.7125841,1.1559,-0.003149455,-0.05832033,0.0007542167,1.663411,0.05841018
3.666541,1.659898,3.318039,0.9605205,0.713608,1.156504,-0.003203966,-0.05748467,0.001135074,1.664132,0.05758508
3.685719,1.674193,3.34122,0.9602783,0.7146318,1.157095,-0.003260401,-0.05665747,0.001511195,1.664843,0.05677132
3.704892,1.688508,3.364413,0.9600295,0.7156169,1.157673,-0.003132932,-0.05620551,0.001176599,1.665524,0.05630506
3.72406,1.702842,3.387615,0.9597754,0.7166021,1.158238,-0.00300631,-0.05575808,0.0008455382,1.666194,0.05584547
3.743221,1.717196,3.410829,0.9595174,0.7175874,1.158791,-0.002879729,-0.05531519,0.000518768,1.666854,0.05539253
3.762376,1.731569,3.434052,0.9592566,0.7185726,1.159332,-0.002752836,-0.0548767,0.0001943309,1.667504,0.05494605
3.781525,1.745961,3.457286,0.9589946,0.7195579,1.159862,-0.002627046,-0.05444248,-0.0001258033,1.668147,0.05450597
3.800669,1.760375,3.48053,0.9587324,0.7205894,1.160382,-0.002755865,-0.05377883,-1.947456E-05,1.668803,0.0538494
3.819809,1.774809,3.503784,0.9584697,0.721621,1.160891,-0.002882523,-0.0531217,8.263512E-05,1.669451,0.05319991
3.838944,1.789264,3.527048,0.9582062,0.7226526,1.161388,-0.003007976,-0.05247122,0.0001844814,1.670092,0.05255769
3.858075,1.803739,3.550322,0.9579414,0.7236842,1.161872,-0.003135287,-0.05182724,0.0002853894,1.670724,0.05192278
3.877201,1.818236,3.573605,0.957675,0.7247158,1.162344,-0.003259683,-0.05118963,0.0003880689,1.671346,0.05129478
3.896322,1.832753,3.596897,0.9574066,0.7257704,1.162803,-0.003206431,-0.05063654,0.0004354207,1.671969,0.05073982
